ID	Domain	Phylum	Class	Order	Family	Genus	Species	score	completeness	contamination	strain_heterogeneity	size	N50	cluster_members
Sg_P03_12	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__UMGS1783	g__UMGS1783	s__UMGS1783 sp900555065	90.4185299120375	94.97	1.34	0	1724450	19818	2
Sg_P03_29	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-269	s__CAG-269 sp000435535	55.625227921792344	53.86	0	0	1155615	3392	1
Sg_P03_31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Feifaniaceae	g__CAJFTX01	s__CAJFTX01 sp904420075	91.00563894695208	92.28	0.67	0	2019209	14167	1
Sg_P03_35	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Merdivicinus	s__Merdivicinus sp900555435	91.904154815097	96.51	1.34	0	2354861	15428	1
Sg_P14_17	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Slackia_A	s__Slackia_A equolifaciens	97.91428109919693	96.77	0.2	0	2643800	19434	1
Sg_P14_21	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia	s__Pauljensenia sp000466265	72.83092004941318	79.96	2.17	87.5	1910599	4409	1
Sg_P14_24	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__	76.29260085051295	74.31	0	0	1670161	9230	1
Sg_P14_37	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruthenibacterium	s__Ruthenibacterium sp905212515	29.45076485602472	52.68	5.36	33.33	1776514	3703	1
Sg_P15_12	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus pasteurianus	102.63237586484492	100	0	0	1966465	183972	1
Sg_P15_15	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia intestinalis	93.79340979726184	95.83	0.89	0	3405950	67115	2
Sg_P15_17	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__Aphodousia	s__Aphodousia secunda_B	91.21582089673879	96.77	1.56	0	1823432	31020	2
Sg_P15_2	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger formicilis	99.74292151483469	97.28	0	0	3116403	84303	2
Sg_P15_21	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium sp900539945	101.1911688212829	98.64	0	0	2558020	126572	2
Sg_P22_10	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Kluyvera	s__Kluyvera georgiana	93.00891740324724	93.99	0.81	80	4400463	69476	1
Sg_P22_13	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium dentium	101.33525263293636	98.92	0	0	2359056	67687	2
Sg_P22_22	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A ulcerans	87.77692472664623	100	3.37	75	3402535	15807	1
Sg_P22_23	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas enteropelogenes	93.13738530726093	98.25	1.61	50	4291829	18398	1
Sg_P22_7	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Limivicinus	s__Limivicinus sp900547315	91.08101343683049	88.59	0	0	2078385	95946	2
Sg_P23_1	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	95.87496505200913	97.58	0.81	0	2240106	48970	1
Sg_P23_46	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Bilophila	s__	96.85953459812586	99.21	0.89	0	3635604	15815	1
Sg_P24_14	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__CAKVON01	s__	77.3412032863197	79.29	0.81	0	1524638	15937	1
Sg_P24_24	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella bouchesdurhonensis	102.5111027994703	100	0	0	1817015	105246	1
Sg_P24_3	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp000434935	97.88425818591587	96.19	0.16	100	2831836	46614	1
Sg_P24_47	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Dialister	s__Dialister sp900543165	98.75165863096092	99.56	0.63	0	2264480	48230	1
Sg_P24_5	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__Negativibacillus sp000435195	97.13756070989058	97.97	0.67	0	2232469	108423	2
Sg_P24_66	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp900552675	48.09715316616564	56.27	1.96	0	1629435	1796	1
Sg_P24_9	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides sp900549585	96.27818687140258	97.69	0.77	0	3096267	75227	1
Sg_P27_36	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Faecalibacillus	s__Faecalibacillus intestinalis	101.47179253548664	99.06	0	0	2629200	66617	2
Sg_P27_38	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__Negativibacillus massiliensis	94.48420095095909	98.64	1.34	0	2740515	122575	2
Sg_P27_4	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprocola	97.58994384482472	97.76	0.5	0	3205566	45697	2
Sg_P27_41	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Ventricola	s__Ventricola sp900542445	99.48872556944998	98.39	0.27	0	3098948	78968	1
Sg_P27_44	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-269	s__CAG-269 sp900556345	54.118104605201815	94.74	8.77	6.9	1446939	176177	1
Sg_P27_61	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Alangreenwoodia	s__Alangreenwoodia sp944388495	79.44496505200912	82.9	1.06	0	2012682	4897	1
Sg_P27_62	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__	48.727617815369214	79.41	7.23	48.84	1560964	7464	1
Sg_P30_21	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Fournierella	s__	97.2212619365315	94.9	0	0	3331172	43906	2
Sg_P30_33	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Marseille-P3106	s__Marseille-P3106 sp900543935	87.68881886982612	89.93	0.89	0	2377171	26160	1
Sg_P30_34	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia	s__Pauljensenia sp000411415	94.01248306879721	98.39	1.46	60	2181715	12387	1
Sg_P30_39	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__Odoribacter massiliensis	101.90233230840082	99.35	0	0	4101982	127252	1
Sg_P30_41	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Bacilliculturomica	s__Bacilliculturomica massiliensis	72.56543998650345	84.21	2.84	20	3716376	9438	1
Sg_P30_56	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Excrementavichristensenella	s__	70.6320424524872	86.23	3.59	14.29	3354763	4765	1
Sg_P30_63	d__Bacteria	p__Bacillota_A	c__Clostridia	o__UBA1381	f__UMGS1253	g__Aphodoplasma	s__	40.66317648722532	52.99	2.8	0	1037947	2220	1
Sg_P30_9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Gallibacter	s__Gallibacter intestinalis	101.70597965515215	99.29	0	0	1785203	67914	2
Sg_X01_31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Pullichristensenella	s__	64.4385315713908	74.77	2.42	0	1729999	3444	1
Sg_X02_13	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp900290275	98.12619057661767	97.3	0.37	100	2861823	40962	1
Sg_X03_12	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Egerieenecus	s__Egerieenecus merdigallinarum	97.74016255687414	99.97	0.88	0	2680765	21894	1
Sg_X03_19	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Comamonas	s__Comamonas denitrificans_A	90.53507922349812	93.94	1.16	0	2868548	61682	1
Sg_X03_23	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Dysosmobacter	s__Dysosmobacter sp018228705	91.75617946012295	93.36	0.9	66.67	2074613	39111	2
Sg_X03_24	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Enterenecus	s__Enterenecus sp900549885	88.92020893464317	96.76	2.01	0	2779146	26328	1
Sg_X03_29	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Scatomorpha	s__Scatomorpha merdavium	94.70636161730692	94.27	0.34	0	2290902	18738	2
Sg_X03_31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Intestinimonas	s__Intestinimonas butyriciproducens	100.35851676566692	97.99	0	0	3043631	54580	2
Sg_X03_44	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__UBA953	g__Spyradosoma	s__Spyradosoma merdigallinarum	87.89991871110406	91.55	1.15	0	1790754	15843	1
Sg_X03_47	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Cloacibacillus	s__	25.488624626676877	57.56	7.21	33.33	1716915	1416	1
Sg_X05_12	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA1417	s__UBA1417 sp003531055	101.30860002597382	98.66	0	0	2475969	198244	2
Sg_X05_3	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella copri_B	98.31914227574016	99.32	0.68	0	3155694	62847	2
Sg_Y06_10	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__GCA-002748415	g__	s__	58.74853527497971	57.05	0	0	2596809	2495	1
Sg_Y06_11	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__Micropruina	s__	92.60237447974356	93.05	0.52	0	4241534	20172	1
Sg_Y06_13	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Nitrobacter	s__	42.383345159017686	70.06	5.95	2.17	4911127	7735	1
Sg_Y06_14	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__	88.07070894320032	88.38	0.59	25	3697711	96921	1
Sg_Y06_18	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Saccharimonadaceae	g__SZUA-359	s__	52.793453932388154	62.42	2.56	33.33	970773	43693	1
Sg_Y06_19	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Parafilimonas	s__	49.24357934770564	57.43	2.09	25	2305963	3035	1
Sg_Y06_2	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Mesorhizobium_G	s__Mesorhizobium_G denitrificans	96.19591383586531	99.71	1.23	0	3951498	186994	1
Sg_Y06_22	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Ottowia	s__	92.92574091652234	94.23	0.78	33.33	3498555	46939	1
Sg_Y06_26	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Luteimonas_C	s__	96.39997425507887	97.52	0.76	40	3465485	56487	1
Sg_Y06_30	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Flavihumibacter	s__Flavihumibacter sp020161535	92.94291170950136	97.81	1.48	25	3622840	21175	1
Sg_Y06_36	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Luteimonas_D	s__	80.70414559442564	78.62	0	0	3279374	14733	1
Sg_Y06_39	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__Microlunatus	s__	82.11337571107278	85.42	1.04	0	2961963	6120	1
Sg_Y06_40	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Actinoplanes	s__	76.18368727993709	74	0	0	5139573	23301	1
Sg_Y06_41	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Lysobacter_B	s__Lysobacter_B sp019551435	87.9293662573827	93.39	1.84	88.89	2093687	16128	1
Sg_Y06_42	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__	86.32847665829466	88.79	0.97	20	5176053	24488	1
Sg_Y06_43	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__	s__	51.49073809021698	69.48	4.09	18.52	2931410	2550	1
Sg_Y06_44	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__Microlunatus	s__Microlunatus phosphovorus	63.74833176711033	76.38	3.28	55.56	4021704	7797	1
Sg_Y06_45	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Thermomonas	s__	77.59163634885014	89.9	3.08	27.78	2578015	29650	1
Sg_Y06_47	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__	76.38297982737167	79.23	1.04	40	2753579	7481	1
Sg_Y06_52	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__	75.01711495493171	82.71	2.16	50	3265290	11330	1
Sg_Y06_56	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__Nitrosospira	s__Nitrosospira multiformis	96.02007031987884	97.52	0.74	0	3119275	25127	1
Sg_Y06_58	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__	56.08627327397783	54.31	0	0	1918134	3569	1
Sg_Y06_61	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__	82.26728220326152	88.25	1.92	80	2624324	14540	1
Sg_Y06_64	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Antrihabitans	s__	43.46828584203264	58.93	3.45	0	4188266	3772	1
Sg_Y06_66	d__Bacteria	p__Sumerlaeota	c__Sumerlaeia	o__Sumerlaeales	f__Sumerlaeaceae	g__	s__	50.552293658702055	61.7	2.75	33.33	2647447	2352	1
Sg_Y06_67	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Casimicrobiaceae	g__VBCG01	s__	56.01109526721095	60.22	1.2	11.11	2550294	2068	1
Sg_Y06_68	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Nitrospira_A	s__	17.74985284666445	56.16	8.11	6.67	2361376	1577	1
Sg_Y06_69	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Slackia_A	s__Slackia_A faecicanis	62.436568144139315	64.11	0.86	100	1454477	3413	1
Sg_Y06_8	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Dermatophilaceae	g__Tetrasphaera_A	s__Tetrasphaera_A jenkinsii	99.58433360906021	98.11	0.23	50	3309708	104392	1
Sg_Y07_10	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__Duodenibacillus	s__Duodenibacillus intestinigallinarum	97.99062514254152	98.75	0.62	0	2153851	48001	1
Sg_Y07_14	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Choladousia	s__Choladousia sp902363135	97.753915498242	95.51	0	0	2827104	30749	1
Sg_Y07_23	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-217	s__CAG-217 sp000436335	100.19457469488393	97.32	0	0	1961663	561241	2
Sg_Y07_27	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Copromonas	s__Copromonas sp000435795	101.92139859041409	99.37	0	0	2768685	126706	2
Sg_Y07_5	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia	s__	63.780589793932975	85.39	5.4	63.16	2232184	9118	1
Sg_Y07_6	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium_A	s__Phascolarctobacterium_A sp900757795	83.43378128012819	81.19	0	0	1485089	30730	1
Sg_Y08_13	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__UMGS911	s__UMGS911 sp900545935	89.27468040688812	87.28	0	0	1842621	9758	2
Sg_Y08_9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__UMGS1668	s__UMGS1668 sp900553955	83.43089071566399	81.38	0	0	1571614	12641	1
Sg_Y19_10	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter	s__Citrobacter portucalensis	99.18504339273693	99.49	0.7	93.33	4711713	121190	1
Sg_Y19_13	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster bolteae	101.2121293804108	98.46	0	0	5904478	319344	2
Sg_Y19_16	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	s__Actinomyces oris	29.205479115423522	61.88	8.03	73.47	1548115	1418	1
Sg_Y19_19	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Fournierella	s__Fournierella sp002161595	80.61317319789488	84.7	1.38	66.67	2566494	6113	1
Sg_Y19_27	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Egerieimonas	s__	69.15810255308917	68.86	0.34	0	1548409	9913	1
Sg_Y19_4	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Merdibacter	s__Merdibacter merdigallinarum	81.4746284166643	81.24	0.31	0	1597258	3709	1
Sg_Y19_6	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster sp001517625	100.65861442514807	98.18	0	0	2863419	90621	2
Sg_YA02_62	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp900546575	93.0202696558125	92.63	0.49	100	2887554	50181	1
Sg_YA02_8	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium prausnitzii_I	86.4456741778885	92.4	1.93	75	2127889	31358	1
Sg_YA03_11	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-433	s__CAG-433 sp900546245	87.12348959469894	93.82	1.85	0	1276754	127932	2
Sg_YA03_20	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	89.23205336637359	99.19	2.53	16.67	2467605	34722	1
Sg_YA04_9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp900120195	83.80492465995815	89.03	1.58	33.33	2479514	19798	1
Sg_YA07_11	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__HGM13006	s__HGM13006 sp900756575	79.02690399883265	87.1	2.01	0	2245367	8991	1
Sg_YA07_12	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Lentihominibacter	s__	93.77875769960615	98.23	1.42	0	2201651	198388	1
Sg_YA10_20	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Leuconostoc	s__Leuconostoc holzapfelii	86.01325916839242	90.52	1.46	57.14	1429043	8280	1
Sg_YA11_12	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_G	s__Eubacterium_G sp000432355	101.08930183620319	98.59	0	0	2466335	99679	1
Sg_YA12_13	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia	s__Pauljensenia sp001838165	47.55397972916661	75.78	6.83	60.71	1725107	3589	1
Sg_YA12_28	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Anaerotignum	s__	76.43169604622437	97.32	4.7	0	3317644	167260	1
Sg_YA12_4	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Romboutsia	s__Romboutsia timonensis	97.44055811398475	95.42	0	0	2826952	10993	2
Sg_YA13_10	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__Ruminococcus_E sp905215855	100.3335381653846	99.33	0.34	0	2143412	255315	1
Sg_YA14_1	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	65.4859158622022	62.9	0	0	1251809	148536	1
Sg_YA14_17	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp900066335	46.36152199165658	51.23	1.75	100	1766735	18325	1
Sg_YA14_19	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Anaerotardibacter	s__Anaerotardibacter sp900542265	51.95598255138368	58.16	1.61	0	1122926	4920	1
Sg_YA14_22	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	s__Actinomyces sp002999235	98.67561484693351	99.41	0.63	0	3202301	67800	1
Sg_YA14_9	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Olsenella_F	s__Olsenella_F sp001189515	72.85012649094536	93.68	4.7	14.29	2733018	9931	1
Sg_YA16_11	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae_G	g__Bacillus_A	s__Bacillus_A paranthracis	63.171944962384394	67.04	1.19	11.76	3849034	7656	1
Sg_YA16_3	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia	s__Pauljensenia sp019425105	80.74403439949225	94.48	3.85	87.5	2311334	19524	1
Sg_YA16_4	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella atypica	95.14862764002457	98.72	1.42	83.33	1990875	49055	1
Sg_YA19_13	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_D	s__Enterococcus_D casseliflavus	75.98593870411632	93.71	4.15	18.18	3220456	34909	1
Sg_YA19_21	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Leuconostoc	s__Leuconostoc lactis	99.57001511151931	99.44	0.55	100	1594370	45712	1
Sg_YA19_22	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Sellimonas	s__	76.99539619191759	89.28	2.98	12.5	2414146	30605	1
Sg_YA19_32	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sanguinis_A	30.426569408140587	61.7	7.71	70	1415694	5743	1
Sg_YA23_5	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Rothia	s__Rothia mucilaginosa_B	96.99060252233036	98	0.67	0	2189701	47996	1
Sg_YA28_14	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus iners	96.26820553040919	97.29	0.66	0	1117550	36009	1
Sg_YA29_25	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	76.93827345093682	76.1	0.4	100	1475011	75257	1
