"Genome"	"rRNA_5S"	"rRNA_16S"	"rRNA_23S"	"tRNA"	"pass_GUNC"	"Completeness"	"Contamination"	"Heterogeneity"	"Contigs"	"N50"	"GC_content"	"Size"	"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"Score"
"Sg_OM17r2_55"	0	0	0	21	"True"	95.83	1.44	0	36	94545	54.6	2101732	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Rikenellaceae"	"g__Alistipes"	"s__Alistipes putredinis"	88.63
"Sg_OM17r2_56"	2	0	0	21	"True"	97.99	0	0	42	117076	51.8	2559240	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Ruminococcus_C"	"s__Ruminococcus_C sp000980705"	97.99
"Sg_OM17r2_57"	0	0	0	16	"True"	55.65	0.81	0	1346	1978	59.9	2515942	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Eggerthellaceae"	"g__Raoultibacter"	"s__Raoultibacter timonensis"	51.6
"Sg_OM17r2_58"	0	0	0	13	"True"	74.24	2.01	33.33	479	5233	44.1	2115481	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Coprococcus_A"	"s__Coprococcus_A catus_A"	64.19
"Sg_OM17r2_59"	1	1	0	11	"True"	54.16	3.69	13.33	549	2023	38.9	1063038	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Lactobacillus"	"s__Lactobacillus amylovorus"	35.71
"Sg_OM17r2_6"	2	0	0	21	"True"	96.94	0.68	0	235	16055	56.3	2629451	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Gemmiger"	"s__Gemmiger qucibialis"	93.54
"Sg_OM17r2_7"	1	0	0	12	"True"	73.44	3.81	33.33	632	3066	62.2	1656244	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Faecousia"	"s__Faecousia sp003525905"	54.39
"Sg_OM17r2_8"	3	0	0	20	"True"	97.65	0	0	23	156048	38.1	1848459	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__Eubacterium_R"	"s__Eubacterium_R sp000436835"	97.65
"Sg_OM17r2_9"	2	0	0	23	"True"	99.33	0.15	0	56	60443	60.6	2015773	"d__Bacteria"	"p__Actinomycetota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Bifidobacteriaceae"	"g__Bifidobacterium"	"s__Bifidobacterium animalis"	98.58
"Sg_OM21r1_1"	2	0	0	19	"True"	98.66	0	0	71	44393	58.8	2056475	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__ER4"	"s__ER4 sp000765235"	98.66
"Sg_OM21r1_10"	2	0	0	20	"False"	77.93	3.45	100	411	12288	46.8	3793583	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides uniformis"	60.68
"Sg_OM21r1_11"	0	0	0	12	"True"	65.36	0	0	535	3829	42.9	1694989	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Agathobacter"	"s__Agathobacter rectalis"	65.36
"Sg_OM21r1_12"	0	0	0	10	"False"	72.5	1.27	0	218	11053	40.8	1916424	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Faecalimonas"	"s__Faecalimonas phoceensis"	66.15
"Sg_OM21r1_13"	4	0	0	22	"True"	91.48	4.43	27.78	209	25457	42	3853333	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Phocaeicola"	"s__Phocaeicola vulgatus"	69.33
"Sg_OM21r1_14"	0	0	0	21	"True"	97.99	0.69	0	159	34351	57.1	3280323	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__Caccousia"	"s__Caccousia sp900752115"	94.54
"Sg_OM21r1_16"	0	1	0	18	"True"	97.32	1.34	0	73	49852	37	2596344	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Anaerostipes"	"s__Anaerostipes hadrus"	90.62
"Sg_OM21r1_17"	2	0	0	20	"True"	85.76	2	66.67	613	7956	45.6	3815184	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Tannerellaceae"	"g__Parabacteroides"	"s__Parabacteroides distasonis"	75.76
"Sg_OM21r1_18"	0	0	0	15	"True"	84.81	1.01	50	489	4842	60.9	2018103	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Christensenellales"	"f__CAG-74"	"g__Ventricola"	"s__Ventricola sp900542395"	79.76
"Sg_OM21r1_19"	8	0	0	20	"True"	99.06	0	0	68	51326	29.2	2542522	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Erysipelotrichales"	"f__Coprobacillaceae"	"g__Faecalibacillus"	"s__Faecalibacillus intestinalis"	99.06
"Sg_OM21r1_2"	2	0	0	22	"True"	99.6	1.08	50	60	66397	63.8	2205981	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Coriobacteriaceae"	"g__Collinsella"	"s__Collinsella sp900548365"	94.2
"Sg_OM21r1_20"	1	0	0	17	"True"	95.13	3.37	33.33	551	3905	29.7	1921193	"d__Bacteria"	"p__Fusobacteriota"	"c__Fusobacteriia"	"o__Fusobacteriales"	"f__Fusobacteriaceae"	"g__Fusobacterium_B"	"s__Fusobacterium_B sp900541465"	78.28
"Sg_OM21r1_21"	3	0	0	14	"False"	90.06	2.82	0	379	8574	31.2	2104214	"d__Bacteria"	"p__Bacillota_C"	"c__Negativicutes"	"o__Selenomonadales"	"f__Selenomonadaceae"	"g__Megamonas"	"s__Megamonas funiformis"	75.96
"Sg_OM21r1_22"	2	0	0	22	"True"	90.94	0.67	0	25	112494	61.3	2047140	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__CAG-103"	"s__CAG-103 sp000432375"	87.59
"Sg_OM21r1_23"	1	0	0	16	"True"	87.96	0.84	14.29	581	3830	57	1815776	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Onthomonas"	"s__Onthomonas sp900545815"	83.76
"Sg_OM21r1_24"	1	0	0	15	"False"	59.21	1.33	0	507	4214	45.5	1930930	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Phocaeicola"	"s__Phocaeicola coprophilus"	52.56
"Sg_OM21r1_25"	0	0	0	19	"True"	98.63	0	0	59	97054	43	2654124	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Ruminococcus_D"	"s__Ruminococcus_D bicirculans"	98.63
"Sg_OM21r1_26"	1	0	0	21	"True"	97.27	0.34	0	35	120801	51.7	2244938	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__CAG-177"	"s__CAG-177 sp003538135"	95.57
"Sg_OM21r1_27"	2	0	0	21	"True"	98.84	0.27	100	45	104252	60.2	2390206	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Coriobacteriaceae"	"g__Collinsella"	"s__Collinsella tanakaei"	97.49
"Sg_OM21r1_28"	0	0	0	18	"True"	71.34	2.38	25	409	3607	61.6	1384794	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__QAMH01"	"g__CACZQA01"	"s__"	59.44
"Sg_OM21r1_29"	3	0	0	16	"True"	74.83	3.02	81.25	439	6640	45.5	2429349	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Prevotella"	"s__Prevotella sp015074785"	59.73
"Sg_OM21r1_3"	0	0	0	13	"False"	57.55	2.14	0	952	1951	51.8	1783653	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__UBA932"	"g__Cryptobacteroides"	"s__Cryptobacteroides sp000433355"	46.85
"Sg_OM21r1_30"	5	0	0	22	"True"	83.19	2.04	0	59	59911	46.1	2137700	"d__Bacteria"	"p__Bacillota_B"	"c__Peptococcia"	"o__Peptococcales"	"f__Peptococcaceae"	"g__UMGS1590"	"s__UMGS1590 sp900553245"	72.99
"Sg_OM21r1_31"	0	0	0	17	"True"	61.8	1.21	0	387	3889	57.3	1367830	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Eggerthellaceae"	"g__Slackia_A"	"s__Slackia_A piriformis"	55.75
"Sg_OM21r1_32"	1	0	0	22	"True"	97.6	0	0	43	68732	27.4	1677975	"d__Archaea"	"p__Methanobacteriota"	"c__Methanobacteria"	"o__Methanobacteriales"	"f__Methanobacteriaceae"	"g__Methanosphaera"	"s__Methanosphaera stadtmanae"	97.6
"Sg_OM21r1_33"	0	0	0	17	"True"	99.01	0.79	50	53	94041	42.4	2712293	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia_A"	"s__Blautia_A sp900549015"	95.06
"Sg_OM21r1_34"	3	0	0	21	"True"	97.32	0	0	12	219268	53.5	1879102	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__CAG-217"	"s__CAG-217 sp000436335"	97.32
"Sg_OM21r1_35"	0	0	0	19	"True"	64.55	2.63	100	298	7969	56.1	1730263	"d__Bacteria"	"p__Bacillota_B"	"c__Peptococcia"	"o__Peptococcales"	"f__Peptococcaceae"	"g__UMGS1590"	"s__UMGS1590 sp900552455"	51.4
"Sg_OM21r1_36"	2	1	0	21	"True"	97.96	0	0	44	85790	58.6	2224938	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Faecalibacterium"	"s__Faecalibacterium duncaniae"	97.96
"Sg_OM21r1_37"	0	0	0	20	"True"	95.69	0.83	0	15	336700	41.1	2296234	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__UBA11774"	"s__UBA11774 sp003507655"	91.54
"Sg_OM21r1_38"	1	0	0	12	"True"	82.54	0.96	0	775	3262	51.2	2160211	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Ruminococcus_C"	"s__Ruminococcus_C callidus"	77.74
"Sg_OM21r1_39"	0	0	0	16	"True"	65.52	2.59	50	267	15232	28	2732399	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Clostridiales"	"f__Clostridiaceae"	"g__Sarcina"	"s__Sarcina perfringens"	52.57
"Sg_OM21r1_4"	0	0	0	22	"True"	97.05	0	0	45	99150	52.6	2848421	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Copromonas"	"s__Copromonas sp000435795"	97.05
"Sg_OM21r1_40"	0	0	0	17	"True"	92.06	0.64	100	108	32051	39	2187998	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia hansenii"	88.86
"Sg_OM21r1_41"	1	0	0	17	"True"	92.74	0.37	33.33	106	58866	46.5	3230965	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides stercoris"	90.89
"Sg_OM21r1_42"	1	0	0	20	"True"	96.05	0.37	0	35	122982	48.5	2706820	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__UBA6398"	"s__UBA6398 sp900550635"	94.2
"Sg_OM21r1_43"	1	0	0	17	"True"	91.72	3.37	33.33	150	17843	55.2	1886697	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Rikenellaceae"	"g__Alistipes"	"s__Alistipes putredinis"	74.87
"Sg_OM21r1_44"	1	0	0	22	"False"	80.19	3.21	41.67	569	5235	35.1	2118688	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Erysipelotrichales"	"f__Erysipelotrichaceae"	"g__Holdemanella"	"s__Holdemanella sp003436425"	64.14
"Sg_OM21r1_45"	2	0	0	20	"True"	95.04	0	0	37	57611	40.6	1426989	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Anaerovoracaceae"	"g__Gallibacter"	"s__Gallibacter intestinalis"	95.04
"Sg_OM21r1_46"	0	0	0	7	"True"	53.51	5.26	33.33	736	2733	51	1781233	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Choladousia"	"s__Choladousia sp902363135"	27.21
"Sg_OM21r1_47"	0	0	0	10	"True"	81.69	0.7	66.67	477	4976	42.2	1920099	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Mediterraneibacter"	"s__Mediterraneibacter torques"	78.19
"Sg_OM21r1_48"	0	0	0	21	"True"	51.64	0.95	0	52	60905	45.6	1942227	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia_A"	"s__Blautia_A massiliensis"	46.89
"Sg_OM21r1_5"	2	0	0	18	"True"	97.31	0.54	100	170	30160	43.3	3706848	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Marinifilaceae"	"g__Odoribacter"	"s__Odoribacter splanchnicus"	94.61
"Sg_OM21r1_50"	0	0	0	17	"False"	76.25	3.14	9.09	760	2812	50.5	1836675	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Limisoma"	"s__Limisoma sp000437795"	60.55
"Sg_OM21r1_51"	0	0	1	22	"True"	100	0	0	25	122154	31.1	1893285	"d__Archaea"	"p__Methanobacteriota"	"c__Methanobacteria"	"o__Methanobacteriales"	"f__Methanobacteriaceae"	"g__Methanobrevibacter_A"	"s__Methanobrevibacter_A smithii"	100
"Sg_OM21r1_52"	4	0	0	19	"True"	85.68	0.67	100	246	13354	59.4	1781240	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Angelakisella"	"s__Angelakisella sp004557855"	82.33
"Sg_OM21r1_53"	1	0	0	20	"True"	89.42	1.48	75	313	9206	43.1	2208156	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Anaerovoracaceae"	"g__UMGS973"	"s__UMGS973 sp900547295"	82.02
"Sg_OM21r1_54"	1	0	0	16	"True"	67.86	3.26	5.26	754	2342	59.3	1620255	"d__Bacteria"	"p__Actinomycetota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Bifidobacteriaceae"	"g__Bifidobacterium"	"s__Bifidobacterium dentium"	51.56
"Sg_OM21r1_55"	2	0	0	21	"True"	93.96	0.67	0	42	83340	60.5	2162367	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Vescimonas"	"s__Vescimonas sp900545495"	90.61
"Sg_OM21r1_56"	7	0	0	22	"True"	98.88	2.25	0	123	31548	29.5	2451246	"d__Bacteria"	"p__Fusobacteriota"	"c__Fusobacteriia"	"o__Fusobacteriales"	"f__Fusobacteriaceae"	"g__Fusobacterium_A"	"s__Fusobacterium_A sp900543175"	87.63
"Sg_OM21r1_57"	3	0	0	22	"True"	97.28	0.08	100	79	60128	59.2	2849708	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Gemmiger"	"s__Gemmiger formicilis"	96.88
"Sg_OM21r1_58"	0	1	0	21	"True"	95.16	1.48	16.67	49	69853	61.9	1948331	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Eggerthellaceae"	"g__Slackia_A"	"s__Slackia_A sp900555495"	87.76
"Sg_OM21r1_59"	2	0	0	15	"True"	75.05	0.8	33.33	386	4437	55.8	1550126	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Butyricicoccaceae"	"g__Agathobaculum"	"s__Agathobaculum butyriciproducens"	71.05
"Sg_OM21r1_6"	0	0	0	13	"False"	66.26	2.44	28.57	175	9042	41.8	1320358	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Mediterraneibacter"	"s__Mediterraneibacter faecis"	54.06
"Sg_OM21r1_60"	0	0	0	15	"True"	67.72	1.27	100	389	5990	50.4	1856193	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Clostridium_Q"	"s__Clostridium_Q sp000435655"	61.37
"Sg_OM21r1_61"	3	0	0	21	"True"	95.97	0.67	0	30	104510	52.2	2054066	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Negativibacillus"	"s__Negativibacillus sp000435195"	92.62
"Sg_OM21r1_62"	0	0	0	16	"False"	50.34	2.01	0	117	54684	37.6	2658630	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Anaerobutyricum"	"s__Anaerobutyricum soehngenii"	40.29
"Sg_OM21r1_63"	0	0	0	19	"True"	99.33	0	0	23	215749	41.2	2702288	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Coprococcus"	"s__Coprococcus sp900066115"	99.33
"Sg_OM21r1_64"	0	0	0	17	"True"	90.98	1.27	0	120	26682	45	2375724	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Oliverpabstia"	"s__Oliverpabstia intestinalis"	84.63
"Sg_OM21r1_65"	3	0	0	21	"False"	99.29	0	0	30	150437	53.1	2058212	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Anaerovoracaceae"	"g__Baileyella"	"s__Baileyella timonense"	99.29
"Sg_OM21r1_66"	0	0	0	15	"True"	75.75	1.55	50	361	7537	50.4	2274419	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Roseburia"	"s__Roseburia hominis"	68
"Sg_OM21r1_67"	4	1	0	18	"False"	99.3	0	0	131	66512	47.7	4181855	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Eubacteriales"	"f__Eubacteriaceae"	"g__Eubacterium"	"s__Eubacterium maltosivorans"	99.3
"Sg_OM21r1_68"	8	0	0	9	"True"	97.2	0.7	0	85	47619	31	2383791	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Peptostreptococcaceae"	"g__Peptacetobacter"	"s__Peptacetobacter sp900539645"	93.7
"Sg_OM21r1_69"	1	0	0	21	"True"	100	0.9	0	42	80467	47.3	2094925	"d__Bacteria"	"p__Bacillota_C"	"c__Negativicutes"	"o__Acidaminococcales"	"f__Acidaminococcaceae"	"g__Phascolarctobacterium_A"	"s__Phascolarctobacterium_A succinatutens"	95.5
"Sg_OM21r1_7"	1	0	0	14	"True"	85.1	1.93	50	160	12870	62.9	1597447	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Vescimonas"	"s__Vescimonas sp001916855"	75.45
"Sg_OM21r1_70"	0	0	0	9	"True"	75.92	1.3	0	688	3516	47.7	2063548	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Anaerovoracaceae"	"g__Lentihominibacter"	"s__Lentihominibacter sp905193765"	69.42
"Sg_OM21r1_72"	0	0	0	11	"False"	72.96	2.56	0	197	9807	41.5	1652357	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Dorea"	"s__Dorea formicigenerans"	60.16
"Sg_OM21r1_73"	3	1	1	21	"True"	98.32	0.67	0	43	131971	58.5	2385374	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Evtepia"	"s__Evtepia gabavorous"	94.97
"Sg_OM21r1_74"	3	0	0	23	"True"	95.97	0.81	0	202	23027	61.9	3192976	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__UMGS124"	"g__UMGS124"	"s__UMGS124 sp019420325"	91.92
"Sg_OM21r1_75"	0	0	0	13	"False"	58.85	7.37	2.94	1788	1573	47.9	2813822	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Paraprevotella"	"s__Paraprevotella clara"	22
"Sg_OM21r1_76"	0	0	0	4	"False"	53.35	1.48	0	662	2032	44.2	1260451	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Monoglobales"	"f__Monoglobaceae"	"g__CAJTWN01"	"s__CAJTWN01 sp910580105"	45.95
"Sg_OM21r1_8"	0	0	0	18	"True"	86.38	2.65	14.29	279	10191	44	2314879	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Agathobacter"	"s__Agathobacter faecis"	73.13
"Sg_OM21r1_9"	0	0	0	11	"True"	54.43	0.09	0	425	2849	63.6	1192154	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Atopobiaceae"	"g__Tractidigestivibacter"	"s__Tractidigestivibacter sp000752675"	53.98
"Sg_P01_1"	0	0	0	18	"False"	79.12	0.63	0	279	9404	52.1	1869563	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Limisoma"	"s__Limisoma sp000437795"	75.97
"Sg_P01_10"	1	0	0	15	"True"	85.74	1.4	0	221	13608	62	1983435	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Faecousia"	"s__Faecousia sp003525905"	78.74
"Sg_P01_11"	5	1	0	21	"True"	98.6	1.17	0	140	35474	58.5	2903283	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Christensenellales"	"f__CAG-74"	"g__UBA11524"	"s__UBA11524 sp000437595"	92.75
"Sg_P01_12"	2	0	0	17	"True"	92.97	3.02	28.57	120	35817	58.7	2567778	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__CAG-170"	"s__CAG-170 sp000432135"	77.87
"Sg_P01_13"	2	0	0	8	"True"	76.74	2.68	25	372	4972	57.5	1578084	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__CAG-170"	"s__CAG-170 sp900549635"	63.34
"Sg_P01_14"	1	0	0	21	"False"	81.21	0	0	301	20399	42	4032736	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Phocaeicola"	"s__Phocaeicola vulgatus"	81.21
"Sg_P01_15"	2	0	0	21	"True"	97.55	0.59	0	249	13713	64.3	2439249	"d__Bacteria"	"p__Desulfobacterota"	"c__Desulfovibrionia"	"o__Desulfovibrionales"	"f__Desulfovibrionaceae"	"g__Desulfovibrio"	"s__Desulfovibrio sp900556755"	94.6
"Sg_P01_16"	4	0	0	22	"True"	99.66	0.23	100	32	113636	59.6	2290552	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Faecalibacterium"	"s__Faecalibacterium prausnitzii_E"	98.51
"Sg_P01_17"	1	0	1	22	"True"	86.57	0	0	49	129289	56.9	2416532	"d__Bacteria"	"p__Eremiobacterota"	"c__Xenobia"	"o__Xenobiales"	"f__Xenobiaceae"	"g__Bruticola"	"s__Bruticola sp944322965"	86.57
"Sg_P01_18"	3	0	0	22	"True"	100	0.15	100	147	24194	60.7	2304994	"d__Bacteria"	"p__Synergistota"	"c__Synergistia"	"o__Synergistales"	"f__Dethiosulfovibrionaceae"	"g__Pyramidobacter"	"s__Pyramidobacter piscolens"	99.25
"Sg_P01_19"	2	0	0	22	"True"	93.29	0	0	21	144391	62.1	1968617	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__CAG-103"	"s__CAG-103 sp000432375"	93.29
"Sg_P01_20"	0	0	0	20	"True"	96.6	0.34	100	191	19861	56.4	2466866	"d__Bacteria"	"p__Verrucomicrobiota"	"c__Verrucomicrobiae"	"o__Verrucomicrobiales"	"f__Akkermansiaceae"	"g__Akkermansia"	"s__Akkermansia muciniphila"	94.9
"Sg_P01_21"	2	0	0	20	"True"	87.25	0.67	0	63	48428	60	2214074	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__UBA738"	"s__UBA738 sp003522945"	83.9
"Sg_P01_22"	1	0	0	20	"False"	97.99	4.03	12.5	139	56613	58.1	2495755	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Dysosmobacter"	"s__Dysosmobacter sp001916835"	77.84
"Sg_P01_23"	0	0	0	8	"True"	75.84	0.8	50	536	3709	56.8	1807259	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Rikenellaceae"	"g__Alistipes_A"	"s__Alistipes_A pullistercoris"	71.84
"Sg_P01_24"	1	0	0	20	"True"	95.93	0	0	18	212565	51.9	2278873	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__CAG-177"	"s__CAG-177 sp003538135"	95.93
"Sg_P01_25"	3	0	0	20	"True"	97.64	1.52	14.29	92	52831	45.3	3172403	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Prevotella"	"s__Prevotella copri_B"	90.04
